"x" "y"
5.17564264358953 1.46635234341488
8.37171102873981 3.84889878083381
0.380575614981353 1.35896650147807
4.38841447932646 4.53571714687164
1.97809625416994 0.515869501126315
0.554418358951807 0.46955514046606
1.02819121442735 -0.478594396007055
8.10660340823233 4.78564955771626
2.93996711727232 3.10807003783254
3.1134516489692 1.78902583138211
6.38073013629764 3.47744732860072
1.52167833875865 1.32499535954893
6.04124867357314 2.34774301940031
3.91754539683461 1.34216773907116
0.818034112453461 -0.704918919947932
2.18949194531888 3.33450497116152
5.14604839496315 2.87818367253388
1.49135977262631 0.200369929898771
1.73362174769863 1.04542165008887
1.60992139717564 -0.378456935924387
9.7830228949897 5.35739142954219
8.17091468488798 3.9224855340278
2.56135379662737 0.249593992743875
4.22678535571322 3.29157717434201
5.18930352292955 1.5712058628625
2.09092863369733 0.976440746703071
8.78947532735765 4.39922392965985
3.81826986558735 1.89585844793133
4.26189001183957 1.29099225392382
2.58928933413699 1.45652264729381
4.55285395961255 2.24978696114425
7.79594344319776 4.87040367841707
7.8920784406364 4.54682291460767
4.08998289844021 3.19546059885326
8.6058523831889 4.50320810986651
3.76559333177283 1.62032665678476
5.46807966660708 1.73721359038566
9.10256118280813 5.30987640970484
1.55971858883277 -0.21019864312136
3.63180150976405 2.47066466916744
2.03997847856954 1.23215735228856
5.56422678986564 3.22405805327254
3.25826913351193 4.33788712343841
4.98399914475158 1.25567591007747
9.36646834015846 4.71651736819316
9.85102756414562 4.17128117108403
4.70734677510336 1.50266333430155
6.70244828797877 3.02586918129779
9.49403775855899 6.75770545049479
8.3604006213136 4.20220605264038
9.26598618272692 5.18639014563697
9.28570794174448 6.6046172791582
4.97975368052721 4.23496853260947
9.72695046570152 5.71743739653087
5.51715559791774 3.8802875500216
8.12796777579933 6.11083085250159
2.71331859519705 2.5649061832772
8.89745409367606 6.67103286238389
4.2813474452123 3.29523179466563
6.01962950080633 2.6812692460619
5.41460461216047 4.12949778723809
0.834595381747931 -1.17879292373269
0.796293255407363 -1.1245209342365
4.62519768159837 1.96939954988083
2.15225129853934 0.558818673425867
8.66922270040959 4.96401324012085
6.36243161745369 3.3864434209838
1.59942457685247 1.41540410876686
3.17321637412533 2.85032540601798
0.0173730193637311 -0.562242368108859
9.05230300500989 5.99280042621957
3.08245530351996 2.77037105525918
6.81603486184031 4.67736085120659
6.00772438338026 3.89763483981322
3.95626785233617 2.60303516029526
5.64157112967223 5.2097525008777
3.92550077987835 0.485745026229637
2.58810940664262 1.69514379912902
1.22215818380937 -0.154049073905033
9.84789993381128 6.75258645377447
9.51899678679183 4.56380040932641
8.47263421630487 6.62299893251018
8.4671726427041 5.68318192958654
2.36464511370286 -0.123438028673389
8.47427808213979 5.20692478667155
7.62684195069596 3.56259919536845
0.551564882043749 -0.535504488789169
4.46749470429495 2.48733312635847
9.71103864721954 4.5354708746315
2.1957494574599 2.02868634477733
7.3460407461971 4.66488008362504
3.09115166543052 3.42970257882017
7.43831494357437 3.68411055803199
8.5301704145968 6.62647956493532
0.0778707535937428 -0.376295370635653
9.06546096783131 7.00188752109334
9.59523970726877 6.1443823379942
3.38430557632819 0.988517708562688
4.21219330979511 3.18980598619605
2.93213474331424 1.95051496421064
